accessionNo,cik,companyNameLong,ticker,description,formType,type,filingUrl,filedAt,downloadFilename
0001193125-13-215581,1048268,INTEGRATED ELECTRICAL SERVICES INC (IESC) (CIK 0001048268),IESC,EX-10.1,10-Q,EX-10.1,https://www.sec.gov/Archives/edgar/data/1048268/000119312513215581/d535788dex101.htm,2013-05-13,2013-1048268-0001193125-13-215581-d535788dex101.htm
0001193125-13-324187,1400810,"HCI Group, Inc. (HCI, HCIIP) (CIK 0001400810)",HCI,ADDENDUM NO. 1 TO REIMBURSEMENT CONTRACT,10-Q,EX-10.8,https://www.sec.gov/Archives/edgar/data/1400810/000119312513324187/d542622dex108.htm,2013-08-07,2013-1400810-0001193125-13-324187-d542622dex108.htm
0001193125-13-076932,1079577,STANCORP FINANCIAL GROUP INC (CIK 0001079577),,EX-10.17,10-K,EX-10.17,https://www.sec.gov/Archives/edgar/data/1079577/000119312513076932/d472375dex1017.htm,2013-02-26,2013-1079577-0001193125-13-076932-d472375dex1017.htm
0001104659-13-062659,746514,NEW ENGLAND REALTY ASSOCIATES LIMITED PARTNERSHIP (NEN) (CIK 0000746514),NEN,EX-10.1,10-Q,EX-10.1,https://www.sec.gov/Archives/edgar/data/746514/000110465913062659/a13-13942_1ex10d1.htm,2013-08-12,2013-746514-0001104659-13-062659-a13-13942_1ex10d1.htm
0001193125-13-192735,354190,GALLAGHER ARTHUR J & CO (AJG) (CIK 0000354190),AJG,EX-10.42.4,10-Q,EX-10.42.4,https://www.sec.gov/Archives/edgar/data/354190/000119312513192735/d521719dex10424.htm,2013-05-01,2013-354190-0001193125-13-192735-d521719dex10424.htm
0001445305-13-001195,1100682,CHARLES RIVER LABORATORIES INTERNATIONAL INC (CRL) (CIK 0001100682),CRL,PENSIONCOMMITMENT,10-Q,EX-10.3,https://www.sec.gov/Archives/edgar/data/1100682/000144530513001195/pensioncommitmentofdecembe.htm,2013-05-08,2013-1100682-0001445305-13-001195-pensioncommitmentofdecembe.htm
0001047469-13-001211,86312,"TRAVELERS COMPANIES, INC. (TRV) (CIK 0000086312)",TRV,EX-10.46,10-K,EX-10.46,https://www.sec.gov/Archives/edgar/data/86312/000104746913001211/a2212764zex-10_46.htm,2013-02-19,2013-86312-0001047469-13-001211-a2212764zex-10_46.htm
0001140361-13-011989,356130,EMC INSURANCE GROUP INC (CIK 0000356130),,EXHIBIT 10.61,10-K,EX-10.61,https://www.sec.gov/Archives/edgar/data/356130/000114036113011989/ex10_61.htm,2013-03-12,2013-356130-0001140361-13-011989-ex10_61.htm
0001193125-13-134665,1485589,Nevada Property 1 LLC (CIK 0001485589),,EX-10.18,10-K,EX-10.18,https://www.sec.gov/Archives/edgar/data/1485589/000119312513134665/d465461dex1018.htm,2013-03-29,2013-1485589-0001193125-13-134665-d465461dex1018.htm
0001193125-13-319041,898174,"REINSURANCE GROUP OF AMERICA INC (RGA, RZB, RZC) (CIK 0000898174)",RGA,EX-10.2,10-Q,EX-10.2,https://www.sec.gov/Archives/edgar/data/898174/000119312513319041/d578231dex102.htm,2013-08-05,2013-898174-0001193125-13-319041-d578231dex102.htm
0001140361-13-011989,356130,EMC INSURANCE GROUP INC (CIK 0000356130),,EXHIBIT 10.63,10-K,EX-10.63,https://www.sec.gov/Archives/edgar/data/356130/000114036113011989/ex10_63.htm,2013-03-12,2013-356130-0001140361-13-011989-ex10_63.htm
0001193125-13-192735,354190,GALLAGHER ARTHUR J & CO (AJG) (CIK 0000354190),AJG,EX-10.42.5,10-Q,EX-10.42.5,https://www.sec.gov/Archives/edgar/data/354190/000119312513192735/d521719dex10425.htm,2013-05-01,2013-354190-0001193125-13-192735-d521719dex10425.htm
0001047469-13-001211,86312,"TRAVELERS COMPANIES, INC. (TRV) (CIK 0000086312)",TRV,EX-10.47,10-K,EX-10.47,https://www.sec.gov/Archives/edgar/data/86312/000104746913001211/a2212764zex-10_47.htm,2013-02-19,2013-86312-0001047469-13-001211-a2212764zex-10_47.htm
0001159154-13-000077,1159154,REPUBLIC AIRWAYS HOLDINGS INC (CIK 0001159154),,SECURITY AGREEMENT,10-Q,EX-10.3,https://www.sec.gov/Archives/edgar/data/1159154/000115915413000077/securityagreement2013filedc.htm,2013-11-08,2013-1159154-0001159154-13-000077-securityagreement2013filedc.htm
0000064996-13-000012,64996,MERCURY GENERAL CORP (MCY) (CIK 0000064996),MCY,CREDIT AGREEMENT,10-Q,EX-10.1,https://www.sec.gov/Archives/edgar/data/64996/000006499613000012/mcy-2013630x10qxexhibit101.htm,2013-07-31,2013-64996-0000064996-13-000012-mcy-2013630x10qxexhibit101.htm
0001193125-13-204450,1517175,"Chefs' Warehouse, Inc. (CHEF) (CIK 0001517175)",CHEF,EX-10.3,10-Q,EX-10.3,https://www.sec.gov/Archives/edgar/data/1517175/000119312513204450/d512368dex103.htm,2013-05-07,2013-1517175-0001193125-13-204450-d512368dex103.htm
0001071739-13-000141,1071739,CENTENE CORP (CNC) (CIK 0001071739),CNC,CONTRACT AMENDMENT,10-Q,EX-10.1,https://www.sec.gov/Archives/edgar/data/1071739/000107173913000141/exhibit101.htm,2013-10-22,2013-1071739-0001071739-13-000141-exhibit101.htm
0001071739-13-000141,1071739,CENTENE CORP (CNC) (CIK 0001071739),CNC,CONTRACT AMENDMENT,10-Q,EX-10.2,https://www.sec.gov/Archives/edgar/data/1071739/000107173913000141/exhibit102.htm,2013-10-22,2013-1071739-0001071739-13-000141-exhibit102.htm
0001193125-13-438489,1297996,"Digital Realty Trust, Inc. (DLR, DLR-PJ, DLR-PK, DLR-PL) (CIK 0001297996)",DLR,EX-10.3,10-Q,EX-10.3,https://www.sec.gov/Archives/edgar/data/1297996/000119312513438489/d620258dex103.htm,2013-11-12,2013-1297996-0001193125-13-438489-d620258dex103.htm
0001071739-13-000116,1071739,CENTENE CORP (CNC) (CIK 0001071739),CNC,CONTRACT AMENDMENT,10-Q,EX-10.1,https://www.sec.gov/Archives/edgar/data/1071739/000107173913000116/exhibit101.htm,2013-07-23,2013-1071739-0001071739-13-000116-exhibit101.htm
0001104659-13-007178,716643,REGIS CORP (RGS) (CIK 0000716643),RGS,EX-10.(C),10-Q,EX-10.(C),https://www.sec.gov/Archives/edgar/data/716643/000110465913007178/a12-28917_1ex10dc.htm,2013-02-04,2013-716643-0001104659-13-007178-a12-28917_1ex10dc.htm
0001071739-13-000057,1071739,CENTENE CORP (CNC) (CIK 0001071739),CNC,CONTRACT AMENDMENT,10-Q,EX-10.1,https://www.sec.gov/Archives/edgar/data/1071739/000107173913000057/exhibit101.htm,2013-04-23,2013-1071739-0001071739-13-000057-exhibit101.htm
0001047469-13-008075,5272,AMERICAN INTERNATIONAL GROUP INC (AIG) (CIK 0000005272),AIG,EX-10.(7),10-Q,EX-10.(7),https://www.sec.gov/Archives/edgar/data/5272/000104746913008075/a2216136zex-10_7.htm,2013-08-05,2013-5272-0001047469-13-008075-a2216136zex-10_7.htm
0001193125-13-333190,1564902,"SeaWorld Entertainment, Inc. (PRKS) (CIK 0001564902)",PRKS,EX-10.7,10-Q,EX-10.7,https://www.sec.gov/Archives/edgar/data/1564902/000119312513333190/d555590dex107.htm,2013-08-14,2013-1564902-0001193125-13-333190-d555590dex107.htm
0001445305-13-001035,315293,Aon plc (AON) (CIK 0000315293),AON,EX-10.3,10-Q,EX-10.3,https://www.sec.gov/Archives/edgar/data/315293/000144530513001035/a103changeincontrolagreeme.htm,2013-05-01,2013-315293-0001445305-13-001035-a103changeincontrolagreeme.htm
0001273813-13-000027,1273813,ASSURED GUARANTY LTD (AGO) (CIK 0001273813),AGO,EXHIBIT,10-Q,EX-10.2,https://www.sec.gov/Archives/edgar/data/1273813/000127381313000027/agl-33113x10qexhibit102.htm,2013-05-10,2013-1273813-0001273813-13-000027-agl-33113x10qexhibit102.htm
0000062709-13-000039,62709,"MARSH & MCLENNAN COMPANIES, INC. (MMC) (CIK 0000062709)",MMC,GLASER NON-COMPETE NON-SOLICIT,10-Q,EX-10.2,https://www.sec.gov/Archives/edgar/data/62709/000006270913000039/mmc0930201310qex_102.htm,2013-11-07,2013-62709-0000062709-13-000039-mmc0930201310qex_102.htm
0001273813-13-000027,1273813,ASSURED GUARANTY LTD (AGO) (CIK 0001273813),AGO,EXHIBIT,10-Q,EX-10.4,https://www.sec.gov/Archives/edgar/data/1273813/000127381313000027/agl-33113x10qexhibit104.htm,2013-05-10,2013-1273813-0001273813-13-000027-agl-33113x10qexhibit104.htm
0001348259-13-000068,1348259,VALIDUS HOLDINGS LTD (CIK 0001348259),,EXHIBIT 10.2 KEAN DRISCOLL,10-Q,EX-10.2,https://www.sec.gov/Archives/edgar/data/1348259/000134825913000068/a20130331exhibit102keandri.htm,2013-05-06,2013-1348259-0001348259-13-000068-a20130331exhibit102keandri.htm
0001159154-13-000077,1159154,REPUBLIC AIRWAYS HOLDINGS INC (CIK 0001159154),,FUNDING AGREEMENT,10-Q,EX-10.1,https://www.sec.gov/Archives/edgar/data/1159154/000115915413000077/fundingagreementredacted.htm,2013-11-08,2013-1159154-0001159154-13-000077-fundingagreementredacted.htm
0001304280-13-000020,1304280,Novelis Inc. (CIK 0001304280),,ABLAMENDMENT,10-K,EX-10.13,https://www.sec.gov/Archives/edgar/data/1304280/000130428013000020/exh1013-ablamendment.htm,2013-05-15,2013-1304280-0001304280-13-000020-exh1013-ablamendment.htm
0001047469-13-004400,1465264,"HD SUPPLY, INC. (CIK 0001465264)",,EX-10.18,10-K,EX-10.18,https://www.sec.gov/Archives/edgar/data/1465264/000104746913004400/a2214390zex-10_18.htm,2013-04-16,2013-1465264-0001047469-13-004400-a2214390zex-10_18.htm
0001316645-13-000013,1316645,"American Caresource Holdings, Inc. (CIK 0001316645)",,EXHIBIT,10-K,EX-10.19A,https://www.sec.gov/Archives/edgar/data/1316645/000131664513000013/anciexh2012q41019a.htm,2013-03-04,2013-1316645-0001316645-13-000013-anciexh2012q41019a.htm
0001445305-13-001035,315293,Aon plc (AON) (CIK 0000315293),AON,EX-10.4,10-Q,EX-10.4,https://www.sec.gov/Archives/edgar/data/315293/000144530513001035/a104lpp2013.htm,2013-05-01,2013-315293-0001445305-13-001035-a104lpp2013.htm
0001273813-13-000027,1273813,ASSURED GUARANTY LTD (AGO) (CIK 0001273813),AGO,EXHIBIT,10-Q,EX-10.1,https://www.sec.gov/Archives/edgar/data/1273813/000127381313000027/agl-33113x10qexhibit101.htm,2013-05-10,2013-1273813-0001273813-13-000027-agl-33113x10qexhibit101.htm
0001193125-13-085474,886982,"GOLDMAN SACHS GROUP INC (GS, GSCE, GS-PA, GS-PC, GS-PD) (CIK 0000886982)",GS,EX-10.39,10-K,EX-10.39,https://www.sec.gov/Archives/edgar/data/886982/000119312513085474/d446679dex1039.htm,2013-03-01,2013-886982-0001193125-13-085474-d446679dex1039.htm
0001193125-13-430103,1494904,Global Indemnity plc (GBLI) (CIK 0001494904),GBLI,EX-10.2,10-Q,EX-10.2,https://www.sec.gov/Archives/edgar/data/1494904/000119312513430103/d607184dex102.htm,2013-11-06,2013-1494904-0001193125-13-430103-d607184dex102.htm
0001193125-13-199169,1018979,AMERISAFE INC (AMSF) (CIK 0001018979),AMSF,EX-10.2,10-Q,EX-10.2,https://www.sec.gov/Archives/edgar/data/1018979/000119312513199169/d513583dex102.htm,2013-05-03,2013-1018979-0001193125-13-199169-d513583dex102.htm
0001193125-13-074494,1163348,"Allied World Assurance Co Holdings, AG (CIK 0001163348)",,"LETTER AND SUMMARY OF TERMS, DATED DECEMBER 7, 2012, FROM CITIBANK EUROPE PLC",10-K,EX-10.5,https://www.sec.gov/Archives/edgar/data/1163348/000119312513074494/d466838dex105.htm,2013-02-26,2013-1163348-0001193125-13-074494-d466838dex105.htm
0001104659-13-052623,1286964,"Heron Lake BioEnergy, LLC (CIK 0001286964)",,EX-10.1,10-Q,EX-10.1,https://www.sec.gov/Archives/edgar/data/1286964/000110465913052623/a13-15123_1ex10d1.htm,2013-07-01,2013-1286964-0001104659-13-052623-a13-15123_1ex10d1.htm
0001193125-13-331852,1299969,"Comstock Holding Companies, Inc. (CHCI) (CIK 0001299969)",CHCI,EX-10.81,10-Q,EX-10.81,https://www.sec.gov/Archives/edgar/data/1299969/000119312513331852/d540306dex1081.htm,2013-08-13,2013-1299969-0001193125-13-331852-d540306dex1081.htm
0001545654-13-000057,1545654,"Alexander & Baldwin, Inc. (ALEX) (CIK 0001545654)",ALEX,EXHIBIT,10-Q,EX-10.A.(XVIII),https://www.sec.gov/Archives/edgar/data/1545654/000154565413000057/a3q1310axviii.htm,2013-11-08,2013-1545654-0001545654-13-000057-a3q1310axviii.htm
0001193125-13-087664,79282,BROWN & BROWN INC (BRO) (CIK 0000079282),BRO,EMPLOYMENT AGREEMENT,10-K,EX-10.4(H),https://www.sec.gov/Archives/edgar/data/79282/000119312513087664/d441942dex104h.htm,2013-03-01,2013-79282-0001193125-13-087664-d441942dex104h.htm
0001495925-13-000079,1495925,Fortegra Financial Corp (CIK 0001495925),,"CREDIT AGREEMENT, AS AMENDED",10-Q,EX-10.34,https://www.sec.gov/Archives/edgar/data/1495925/000149592513000079/exhbit1034fortegra-credita.htm,2013-11-14,2013-1495925-0001495925-13-000079-exhbit1034fortegra-credita.htm
0001273813-13-000027,1273813,ASSURED GUARANTY LTD (AGO) (CIK 0001273813),AGO,EXHIBIT,10-Q,EX-10.3,https://www.sec.gov/Archives/edgar/data/1273813/000127381313000027/agl-33113x10qexhibit103.htm,2013-05-10,2013-1273813-0001273813-13-000027-agl-33113x10qexhibit103.htm
0001445305-13-002989,1095996,WILLIAM LYON HOMES (CIK 0001095996),,EX-10.1,10-Q,EX-10.1,https://www.sec.gov/Archives/edgar/data/1095996/000144530513002989/wlh-9302013xex101.htm,2013-11-12,2013-1095996-0001445305-13-002989-wlh-9302013xex101.htm
0001348259-13-000068,1348259,VALIDUS HOLDINGS LTD (CIK 0001348259),,EXHIBIT 10.1 ROMEL SALAM,10-Q,EX-10.1,https://www.sec.gov/Archives/edgar/data/1348259/000134825913000068/a20130331exhibit101-romels.htm,2013-05-06,2013-1348259-0001348259-13-000068-a20130331exhibit101-romels.htm
0001193125-13-087664,79282,BROWN & BROWN INC (BRO) (CIK 0000079282),BRO,EMPLOYEE AGREEMENT,10-K,EX-10.4(G),https://www.sec.gov/Archives/edgar/data/79282/000119312513087664/d441942dex104g.htm,2013-03-01,2013-79282-0001193125-13-087664-d441942dex104g.htm
0000741815-13-000046,741815,HOOPER HOLMES INC (CIK 0000741815),,EXHIBIT 10.1 ASSET PURCHASE AGREEMENT,10-Q,EX-10.1,https://www.sec.gov/Archives/edgar/data/741815/000074181513000046/exhibit101q32013.htm,2013-11-18,2013-741815-0000741815-13-000046-exhibit101q32013.htm
0001104659-13-067306,1574540,Physicians Realty Trust (CIK 0001574540),DOC,EX-10.15,10-Q,EX-10.15,https://www.sec.gov/Archives/edgar/data/1574540/000110465913067306/a13-19016_1ex10d15.htm,2013-08-30,2013-1574540-0001104659-13-067306-a13-19016_1ex10d15.htm
0000019149-13-000054,19149,CHAMPION INDUSTRIES INC (CIK 0000019149),,EXHIBIT 10.2,10-Q,EX-10.2,https://www.sec.gov/Archives/edgar/data/19149/000001914913000054/exhibit102.htm,2013-09-13,2013-19149-0000019149-13-000054-exhibit102.htm
0001193125-13-324155,1055454,SCHOOL SPECIALTY INC (CIK 0001055454),,EX-10.40,10-K,EX-10.40,https://www.sec.gov/Archives/edgar/data/1055454/000119312513324155/d541543dex1040.htm,2013-08-07,2013-1055454-0001193125-13-324155-d541543dex1040.htm
0000080424-13-000063,80424,PROCTER & GAMBLE Co (PG) (CIK 0000080424),PG,THE PROCTER AND GAMBLE EXECUTIVE GROUP LIFE INSURANCE,10-K,EX-10.3,https://www.sec.gov/Archives/edgar/data/80424/000008042413000063/fy2013exhibit10-3.htm,2013-08-08,2013-80424-0000080424-13-000063-fy2013exhibit10-3.htm
0001193125-13-329230,1363829,"Enstar Group LTD (ESGR, ESGRO, ESGRP) (CIK 0001363829)",ESGR,EX-10.1,10-Q,EX-10.1,https://www.sec.gov/Archives/edgar/data/1363829/000119312513329230/d556407dex101.htm,2013-08-09,2013-1363829-0001193125-13-329230-d556407dex101.htm
0001047469-13-005458,5272,AMERICAN INTERNATIONAL GROUP INC (AIG) (CIK 0000005272),AIG,EX-10.(6),10-Q,EX-10.(6),https://www.sec.gov/Archives/edgar/data/5272/000104746913005458/a2214786zex-10_6.htm,2013-05-02,2013-5272-0001047469-13-005458-a2214786zex-10_6.htm
0001144204-13-045264,1310383,"Cornerstone Core Properties REIT, Inc. (CIK 0001310383)",,EXHIBIT 10.5,10-Q,EX-10.5,https://www.sec.gov/Archives/edgar/data/1310383/000114420413045264/v351839_ex10-5.htm,2013-08-13,2013-1310383-0001144204-13-045264-v351839_ex10-5.htm
0001047469-13-001390,5272,AMERICAN INTERNATIONAL GROUP INC (AIG) (CIK 0000005272),AIG,EX-10.9,10-K,EX-10.9,https://www.sec.gov/Archives/edgar/data/5272/000104746913001390/a2212976zex-10_9.htm,2013-02-21,2013-5272-0001047469-13-001390-a2212976zex-10_9.htm
0000912898-13-000013,912898,GLIMCHER REALTY TRUST (CIK 0000912898),,AGREEMENT OF PURCHASE AND SALE BY AND BETWEEN UPB CORPORATION AND GLIMCHER PROPE,10-K,EX-10.112,https://www.sec.gov/Archives/edgar/data/912898/000091289813000013/ex10112upvagreementofpurch.htm,2013-02-22,2013-912898-0000912898-13-000013-ex10112upvagreementofpurch.htm
0001047469-13-001596,1509991,Kosmos Energy Ltd. (KOS) (CIK 0001509991),KOS,EX-10.30,10-K,EX-10.30,https://www.sec.gov/Archives/edgar/data/1509991/000104746913001596/a2213078zex-10_30.htm,2013-02-25,2013-1509991-0001047469-13-001596-a2213078zex-10_30.htm
0001515316-13-000022,103096,TRC COMPANIES INC /DE/ (CIK 0000103096),,EXHIBIT 10.14,10-Q,EX-10.14,https://www.sec.gov/Archives/edgar/data/103096/000151531613000022/trr-ex1014_20130329xq3.htm,2013-05-08,2013-103096-0001515316-13-000022-trr-ex1014_20130329xq3.htm
0001452936-13-000034,1452936,"KBS Strategic Opportunity REIT, Inc. (PCOK) (CIK 0001452936)",PCOK,REAL ESTATE SALE AGREEMENT,10-Q,EX-10.4,https://www.sec.gov/Archives/edgar/data/1452936/000145293613000034/kbssorq12013exhibit104.htm,2013-05-10,2013-1452936-0001452936-13-000034-kbssorq12013exhibit104.htm
0001309402-13-000065,1309402,"Green Plains Renewable Energy, Inc. (GPRE) (CIK 0001309402)",GPRE,EX-10.1,10-Q,EX-10.1,https://www.sec.gov/Archives/edgar/data/1309402/000130940213000065/gpre-20130331ex101b54b58.htm,2013-05-02,2013-1309402-0001309402-13-000065-gpre-20130331ex101b54b58.htm
0001104659-13-062659,746514,NEW ENGLAND REALTY ASSOCIATES LIMITED PARTNERSHIP (NEN) (CIK 0000746514),NEN,EX-10.2,10-Q,EX-10.2,https://www.sec.gov/Archives/edgar/data/746514/000110465913062659/a13-13942_1ex10d2.htm,2013-08-12,2013-746514-0001104659-13-062659-a13-13942_1ex10d2.htm
0001193125-13-326980,1066104,CORPORATE EXECUTIVE BOARD CO (CIK 0001066104),,EX-10.1,10-Q,EX-10.1,https://www.sec.gov/Archives/edgar/data/1066104/000119312513326980/d558230dex101.htm,2013-08-08,2013-1066104-0001193125-13-326980-d558230dex101.htm
0001193125-13-197544,1163348,"Allied World Assurance Co Holdings, AG (CIK 0001163348)",,FORM OF RSU AWARD AGREEMENT FOR NON-EMPLOYEE DIRECTORS,10-Q,EX-10.1,https://www.sec.gov/Archives/edgar/data/1163348/000119312513197544/d531071dex101.htm,2013-05-03,2013-1163348-0001193125-13-197544-d531071dex101.htm
0001104659-13-055745,86312,"TRAVELERS COMPANIES, INC. (TRV) (CIK 0000086312)",TRV,EX-10.1,10-Q,EX-10.1,https://www.sec.gov/Archives/edgar/data/86312/000110465913055745/a13-14006_1ex10d1.htm,2013-07-23,2013-86312-0001104659-13-055745-a13-14006_1ex10d1.htm
0001193125-13-110149,933136,WMI HOLDINGS CORP. (COOP) (CIK 0000933136),COOP,EX-10.17,10-K,EX-10.17,https://www.sec.gov/Archives/edgar/data/933136/000119312513110149/d445890dex1017.htm,2013-03-15,2013-933136-0001193125-13-110149-d445890dex1017.htm
0001091667-13-000088,1091667,"CHARTER COMMUNICATIONS, INC. /MO/ (CHTR) (CIK 0001091667)",CHTR,EXHIBIT 10.6,10-Q,EX-10.6,https://www.sec.gov/Archives/edgar/data/1091667/000109166713000088/chtr3312013exh-106.htm,2013-05-07,2013-1091667-0001091667-13-000088-chtr3312013exh-106.htm
0001193125-13-032497,1140184,"iPayment, Inc. (CIK 0001140184)",,"WAIVER, CONSENT AND AMENDMENT",10-Q,EX-10.1,https://www.sec.gov/Archives/edgar/data/1140184/000119312513032497/d453680dex101.htm,2013-01-31,2013-1140184-0001193125-13-032497-d453680dex101.htm
0000005513-13-000012,5513,"Unum Group (UNM, UNMA) (CIK 0000005513)",UNM,EXHIBIT,10-Q,EX-10.4,https://www.sec.gov/Archives/edgar/data/5513/000000551313000012/unm03312013ex104.htm,2013-05-02,2013-5513-0000005513-13-000012-unm03312013ex104.htm
0001279363-13-000020,1279363,"WELLCARE HEALTH PLANS, INC. (CIK 0001279363)",,EXHIBIT,10-K,EX-10.40,https://www.sec.gov/Archives/edgar/data/1279363/000127936313000020/exhibit1040.htm,2013-02-13,2013-1279363-0001279363-13-000020-exhibit1040.htm
0001445305-13-001035,315293,Aon plc (AON) (CIK 0000315293),AON,EX-10.2,10-Q,EX-10.2,https://www.sec.gov/Archives/edgar/data/315293/000144530513001035/a101-xempagreexmoconnorfin.htm,2013-05-01,2013-315293-0001445305-13-001035-a101-xempagreexmoconnorfin.htm
0001564590-13-000967,903129,GENTHERM Inc (THRM) (CIK 0000903129),THRM,EXHIBIT 10.10,10-Q,EX-10,https://www.sec.gov/Archives/edgar/data/903129/000156459013000967/thrm-ex10_20130930675.htm,2013-11-05,2013-903129-0001564590-13-000967-thrm-ex10_20130930675.htm
0001445305-13-002529,776867,WHITE MOUNTAINS INSURANCE GROUP LTD (WTM) (CIK 0000776867),WTM,EXHIBIT 10.1,10-Q,EX-10.1,https://www.sec.gov/Archives/edgar/data/776867/000144530513002529/wtm-2013930x10qxex101.htm,2013-10-28,2013-776867-0001445305-13-002529-wtm-2013930x10qxex101.htm
0001104659-13-059526,1487986,"Hawaiian Telcom Holdco, Inc. (CIK 0001487986)",,EX-10.1,10-Q,EX-10.1,https://www.sec.gov/Archives/edgar/data/1487986/000110465913059526/a13-13642_1ex10d1.htm,2013-08-05,2013-1487986-0001104659-13-059526-a13-13642_1ex10d1.htm
0001047469-13-002348,1296435,Neenah Paper Inc (CIK 0001296435),,EX-10.28,10-K,EX-10.28,https://www.sec.gov/Archives/edgar/data/1296435/000104746913002348/a2213238zex-10_28.htm,2013-03-07,2013-1296435-0001047469-13-002348-a2213238zex-10_28.htm
0001062993-13-005740,1172136,US GEOTHERMAL INC (CIK 0001172136),,EXHIBIT 10.4,10-Q,EX-10.4,https://www.sec.gov/Archives/edgar/data/1172136/000106299313005740/exhibit10-4.htm,2013-11-14,2013-1172136-0001062993-13-005740-exhibit10-4.htm
0001104659-13-061792,1320414,SELECT MEDICAL HOLDINGS CORP (SEM) (CIK 0001320414),SEM,EX-10.2,10-Q,EX-10.2,https://www.sec.gov/Archives/edgar/data/1320414/000110465913061792/a13-13618_1ex10d2.htm,2013-08-08,2013-1320414-0001104659-13-061792-a13-13618_1ex10d2.htm
0001171843-13-004661,1275712,"GSE Holding, Inc. (CIK 0001275712)",,EXHIBIT 10.1,10-Q,EX-10.1,https://www.sec.gov/Archives/edgar/data/1275712/000117184313004661/exh_101.htm,2013-11-14,2013-1275712-0001171843-13-004661-exh_101.htm
0001193125-13-209016,1145460,ALERE INC. (CIK 0001145460),,EX-10.1,10-Q,EX-10.1,https://www.sec.gov/Archives/edgar/data/1145460/000119312513209016/d502321dex101.htm,2013-05-09,2013-1145460-0001193125-13-209016-d502321dex101.htm
0001193125-13-317426,79282,BROWN & BROWN INC (BRO) (CIK 0000079282),BRO,MERGER AGREEMENT,10-Q,EX-10.1,https://www.sec.gov/Archives/edgar/data/79282/000119312513317426/d542574dex101.htm,2013-08-02,2013-79282-0001193125-13-317426-d542574dex101.htm
0000006201-13-000067,6201,AMR CORP (AAL) (CIK 0000006201),AAL,EXHIBIT,10-Q,EX-10.3,https://www.sec.gov/Archives/edgar/data/6201/000000620113000067/d567093dex103.htm,2013-07-18,2013-6201-0000006201-13-000067-d567093dex103.htm
0001193125-13-207967,874761,AES CORP (AES) (CIK 0000874761),AES,EX-10.1,10-Q,EX-10.1,https://www.sec.gov/Archives/edgar/data/874761/000119312513207967/d531783dex101.htm,2013-05-09,2013-874761-0001193125-13-207967-d531783dex101.htm
0000004515-13-000050,4515,AMERICAN AIRLINES INC (CIK 0000004515),,EXHIBIT,10-Q,EX-10.3,https://www.sec.gov/Archives/edgar/data/4515/000000451513000050/d567093dex103.htm,2013-07-18,2013-4515-0000004515-13-000050-d567093dex103.htm
0001193125-13-222243,769131,RANCON REALTY FUND V (CIK 0000769131),,EX-10.1,10-Q,EX-10.1,https://www.sec.gov/Archives/edgar/data/769131/000119312513222243/d519043dex101.htm,2013-05-15,2013-769131-0001193125-13-222243-d519043dex101.htm
0001047469-13-001765,912183,CUBIST PHARMACEUTICALS INC (CIK 0000912183),,EX-10.48,10-K,EX-10.48,https://www.sec.gov/Archives/edgar/data/912183/000104746913001765/a2212998zex-10_48.htm,2013-02-27,2013-912183-0001047469-13-001765-a2212998zex-10_48.htm
0000927417-13-000006,927417,POLYMER GROUP INC (CIK 0000927417),,AMENDED AND RESTATED CREDIT AGREEMENT,10-K,EX-10.2,https://www.sec.gov/Archives/edgar/data/927417/000092741713000006/polymergroup-12292012xex102.htm,2013-03-28,2013-927417-0000927417-13-000006-polymergroup-12292012xex102.htm
0001193125-13-213196,1040829,"Ryman Hospitality Properties, Inc. (RHP) (CIK 0001040829)",RHP,EX-10.6,10-Q,EX-10.6,https://www.sec.gov/Archives/edgar/data/1040829/000119312513213196/d516418dex106.htm,2013-05-10,2013-1040829-0001193125-13-213196-d516418dex106.htm
0001332349-13-000042,1332349,"Brookdale Senior Living Inc. (BKD, BKDT) (CIK 0001332349)",BKD,THIRD AMENDED AND RESTATED CREDIT AGREEMENT,10-Q,EX-10.1,https://www.sec.gov/Archives/edgar/data/1332349/000133234913000042/exhibit10_1.htm,2013-11-08,2013-1332349-0001332349-13-000042-exhibit10_1.htm
0001495925-13-000027,1495925,Fortegra Financial Corp (CIK 0001495925),,EMPLOYMENT AGREEMENT AND NONCOMPETE-IGOR BEST-DEVEREUX,10-K,EX-10.40,https://www.sec.gov/Archives/edgar/data/1495925/000149592513000027/exhibit1040employmentagree.htm,2013-04-01,2013-1495925-0001495925-13-000027-exhibit1040employmentagree.htm
0001503707-13-000004,1503707,"NorthStar Healthcare Income, Inc. (NHHS) (CIK 0001503707)",NHHS,EX10.4,10-Q,EX-10.4,https://www.sec.gov/Archives/edgar/data/1503707/000150370713000004/nshiexhibit104.htm,2013-11-14,2013-1503707-0001503707-13-000004-nshiexhibit104.htm
0001104659-13-017619,1358651,"Neiman Marcus, Inc. (CIK 0001358651)",,EX-10.1,10-Q,EX-10.1,https://www.sec.gov/Archives/edgar/data/1358651/000110465913017619/a12-29685_1ex10d1.htm,2013-03-06,2013-1358651-0001104659-13-017619-a12-29685_1ex10d1.htm
