accessionNo,cik,companyNameLong,ticker,description,formType,type,filingUrl,filedAt,downloadFilename
0001047469-09-009363,709878,UNIVERSAL AMERICAN CORP. (CIK 0000709878),,EXHIBIT 10.4,10-Q,EX-10.4,https://www.sec.gov/Archives/edgar/data/709878/000104746909009363/a2195114zex-10_4.htm,2009-10-30,2009-709878-0001047469-09-009363-a2195114zex-10_4.htm
0001047469-09-002852,910739,LINCOLN BENEFIT LIFE CO (CIK 0000910739),,EXHIBIT 10.3,10-K,EX-10.3,https://www.sec.gov/Archives/edgar/data/910739/000104746909002852/a2191666zex-10_3.txt,2009-03-18,2009-910739-0001047469-09-002852-a2191666zex-10_3.txt
0001104659-09-037434,109156,ZALE CORP (CIK 0000109156),,EX-10.3,10-Q,EX-10.3,https://www.sec.gov/Archives/edgar/data/109156/000110465909037434/a09-14859_1ex10d3.htm,2009-06-09,2009-109156-0001104659-09-037434-a09-14859_1ex10d3.htm
0001193125-09-069009,1065201,AMERINST INSURANCE GROUP LTD (CIK 0001065201),,MANAGEMENT AGREEMENT,10-K,EX-10.19,https://www.sec.gov/Archives/edgar/data/1065201/000119312509069009/dex1019.htm,2009-03-31,2009-1065201-0001193125-09-069009-dex1019.htm
0001047469-09-009363,709878,UNIVERSAL AMERICAN CORP. (CIK 0000709878),,EXHIBIT 10.8,10-Q,EX-10.8,https://www.sec.gov/Archives/edgar/data/709878/000104746909009363/a2195114zex-10_8.htm,2009-10-30,2009-709878-0001047469-09-009363-a2195114zex-10_8.htm
0001347815-09-000013,1347815,Flagstone Reinsurance Holdings Ltd (CIK 0001347815),,,10-K,EX-10.54,https://www.sec.gov/Archives/edgar/data/1347815/000134781509000013/merger_annex1.htm,2009-03-13,2009-1347815-0001347815-09-000013-merger_annex1.htm
0001362310-09-002804,1105055,DYNEGY HOLDINGS INC (CIK 0001105055),,EXHIBIT 10.75,10-K,EX-10.75,https://www.sec.gov/Archives/edgar/data/1105055/000136231009002804/c81453exv10w75.htm,2009-02-26,2009-1105055-0001362310-09-002804-c81453exv10w75.htm
0000950123-09-028355,1044566,CNA SURETY CORP (CIK 0001044566),,EX-10.41,10-Q,EX-10.41,https://www.sec.gov/Archives/edgar/data/1044566/000095012309028355/c52576exv10w41.htm,2009-07-31,2009-1044566-0000950123-09-028355-c52576exv10w41.htm
0001104659-09-030066,1165880,MONTPELIER RE HOLDINGS LTD (CIK 0001165880),,EX-10.6,10-Q,EX-10.6,https://www.sec.gov/Archives/edgar/data/1165880/000110465909030066/a09-11448_1ex10d6.htm,2009-05-06,2009-1165880-0001104659-09-030066-a09-11448_1ex10d6.htm
0000950123-09-055427,201533,CONSUMERS ENERGY CO (CMS-PB) (CIK 0000201533),CMS.PB,EX-10.(K),10-Q,EX-10.(K),https://www.sec.gov/Archives/edgar/data/201533/000095012309055427/k48293exv10wxky.htm,2009-10-30,2009-201533-0000950123-09-055427-k48293exv10wxky.htm
0001047469-09-002082,947484,"ARCH CAPITAL GROUP LTD. (ACGL, ACGLN, ACGLO) (CIK 0000947484)",ACGL,EXHIBIT 10.19,10-K,EX-10.19,https://www.sec.gov/Archives/edgar/data/947484/000104746909002082/a2190626zex-10_19.htm,2009-03-02,2009-947484-0001047469-09-002082-a2190626zex-10_19.htm
0001144204-09-014318,1365555,"Amtrust Financial Services, Inc. (CIK 0001365555)",,,10-K,EX-10.27,https://www.sec.gov/Archives/edgar/data/1365555/000114420409014318/v142458_ex10-27.htm,2009-03-16,2009-1365555-0001144204-09-014318-v142458_ex10-27.htm
0001144204-09-017924,1412100,"Maiden Holdings, Ltd. (MHLA, MHLD, MHNC) (CIK 0001412100)",MHLD,,10-K,EX-10.15,https://www.sec.gov/Archives/edgar/data/1412100/000114420409017924/v144268_ex10-15.htm,2009-03-31,2009-1412100-0001144204-09-017924-v144268_ex10-15.htm
0001347815-09-000013,1347815,Flagstone Reinsurance Holdings Ltd (CIK 0001347815),,,10-K,EX-10.28,https://www.sec.gov/Archives/edgar/data/1347815/000134781509000013/hemsinov14.htm,2009-03-13,2009-1347815-0001347815-09-000013-hemsinov14.htm
0000950123-09-055427,201533,CONSUMERS ENERGY CO (CMS-PB) (CIK 0000201533),CMS.PB,EX-10.(N),10-Q,EX-10.(N),https://www.sec.gov/Archives/edgar/data/201533/000095012309055427/k48293exv10wxny.htm,2009-10-30,2009-201533-0000950123-09-055427-k48293exv10wxny.htm
0001193125-09-170801,894081,"Air Transport Services Group, Inc. (ATSG) (CIK 0000894081)",ATSG,LEASE ASSUMPTION AND OPTION AGREEMENT,10-Q,EX-10.8,https://www.sec.gov/Archives/edgar/data/894081/000119312509170801/dex108.htm,2009-08-10,2009-894081-0001193125-09-170801-dex108.htm
0001047469-09-001591,86312,"TRAVELERS COMPANIES, INC. (TRV) (CIK 0000086312)",TRV,EXHIBIT 10.31,10-K,EX-10.31,https://www.sec.gov/Archives/edgar/data/86312/000104746909001591/a2190694zex-10_31.htm,2009-02-19,2009-86312-0001047469-09-001591-a2190694zex-10_31.htm
0001095073-09-000031,1095073,EVEREST RE GROUP LTD (EG) (CIK 0001095073),EG,EXHIBIT 10.2 FINAL EMPLOYMENT AGREEMENT,10-Q,EX-10,https://www.sec.gov/Archives/edgar/data/1095073/000109507309000031/finalempagree.htm,2009-08-10,2009-1095073-0001095073-09-000031-finalempagree.htm
0001047469-09-002082,947484,"ARCH CAPITAL GROUP LTD. (ACGL, ACGLN, ACGLO) (CIK 0000947484)",ACGL,EXHIBIT 10.7,10-K,EX-10.7,https://www.sec.gov/Archives/edgar/data/947484/000104746909002082/a2190626zex-10_7.htm,2009-03-02,2009-947484-0001047469-09-002082-a2190626zex-10_7.htm
0000930413-09-004053,875159,XL CAPITAL LTD (CIK 0000875159),,,10-Q,EX-10.6,https://www.sec.gov/Archives/edgar/data/875159/000093041309004053/c58383_ex10-6.htm,2009-08-06,2009-875159-0000930413-09-004053-c58383_ex10-6.htm
0001347815-09-000013,1347815,Flagstone Reinsurance Holdings Ltd (CIK 0001347815),,,10-K,EX-10.3,https://www.sec.gov/Archives/edgar/data/1347815/000134781509000013/rsu_plan.htm,2009-03-13,2009-1347815-0001347815-09-000013-rsu_plan.htm
0000950133-09-000419,1064863,AMERIGROUP CORP (CIK 0001064863),,EX-10.31.3,10-K,EX-10.31.3,https://www.sec.gov/Archives/edgar/data/1064863/000095013309000419/w72825exv10w31w3.htm,2009-02-24,2009-1064863-0000950133-09-000419-w72825exv10w31w3.htm
0000064996-09-000002,64996,MERCURY GENERAL CORP (MCY) (CIK 0000064996),MCY,CREDIT AGREEMENT,10-K,EX-10.34,https://www.sec.gov/Archives/edgar/data/64996/000006499609000002/dex1034.htm,2009-03-02,2009-64996-0000064996-09-000002-dex1034.htm
0001104659-09-050582,1063561,PROSPECT MEDICAL HOLDINGS INC (CIK 0001063561),,EX-10.9,10-Q,EX-10.9,https://www.sec.gov/Archives/edgar/data/1063561/000110465909050582/a09-18945_1ex10d9.htm,2009-08-19,2009-1063561-0001104659-09-050582-a09-18945_1ex10d9.htm
0001385613-09-000009,1385613,"Greenlight Capital Re, Ltd. (GLRE) (CIK 0001385613)",GLRE,AMENDED AGREEMENT - TC,10-K,EX-10.26,https://www.sec.gov/Archives/edgar/data/1385613/000138561309000009/file9.htm,2009-02-23,2009-1385613-0001385613-09-000009-file9.htm
0001385613-09-000009,1385613,"Greenlight Capital Re, Ltd. (GLRE) (CIK 0001385613)",GLRE,AMENDED AGREEMENT - BH,10-K,EX-10.27,https://www.sec.gov/Archives/edgar/data/1385613/000138561309000009/file10.htm,2009-02-23,2009-1385613-0001385613-09-000009-file10.htm
0001347815-09-000013,1347815,Flagstone Reinsurance Holdings Ltd (CIK 0001347815),,,10-K,EX-10.22,https://www.sec.gov/Archives/edgar/data/1347815/000134781509000013/swayne_letter.htm,2009-03-13,2009-1347815-0001347815-09-000013-swayne_letter.htm
0001047469-09-001591,86312,"TRAVELERS COMPANIES, INC. (TRV) (CIK 0000086312)",TRV,EXHIBIT 10.33,10-K,EX-10.33,https://www.sec.gov/Archives/edgar/data/86312/000104746909001591/a2190694zex-10_33.htm,2009-02-19,2009-86312-0001047469-09-001591-a2190694zex-10_33.htm
0001385613-09-000009,1385613,"Greenlight Capital Re, Ltd. (GLRE) (CIK 0001385613)",GLRE,AMENDED AGREEMENT - JV,10-K,EX-10.28,https://www.sec.gov/Archives/edgar/data/1385613/000138561309000009/file8.htm,2009-02-23,2009-1385613-0001385613-09-000009-file8.htm
0000950123-09-004675,1289592,"Tower Group, Inc. (CIK 0001289592)",,EX-10.77: LETTER OF AMENDMENT TO STOCK PURCHASE AGREEMENT,10-K,EX-10.77,https://www.sec.gov/Archives/edgar/data/1289592/000095012309004675/y75074exv10w77.htm,2009-03-16,2009-1289592-0000950123-09-004675-y75074exv10w77.htm
0001193125-09-040482,911421,PARTNERRE LTD (PREJF) (CIK 0000911421),PREJF,"AMENDED CREDIT AGREEMENT DATED AS OF FEBRUARY 25, 2009",10-K,EX-10.4.6,https://www.sec.gov/Archives/edgar/data/911421/000119312509040482/dex1046.htm,2009-02-27,2009-911421-0001193125-09-040482-dex1046.htm
0001104659-09-050582,1063561,PROSPECT MEDICAL HOLDINGS INC (CIK 0001063561),,EX-10.7,10-Q,EX-10.7,https://www.sec.gov/Archives/edgar/data/1063561/000110465909050582/a09-18945_1ex10d7.htm,2009-08-19,2009-1063561-0001104659-09-050582-a09-18945_1ex10d7.htm
0000950144-09-004180,1279363,"WELLCARE HEALTH PLANS, INC. (CIK 0001279363)",,EX-10.2,10-Q,EX-10.2,https://www.sec.gov/Archives/edgar/data/1279363/000095014409004180/g19033exv10w2.htm,2009-05-11,2009-1279363-0000950144-09-004180-g19033exv10w2.htm
0001193125-09-048930,890926,RADIAN GROUP INC (RDN) (CIK 0000890926),RDN,RADIAN GROUP INC. ALLOCATION OF CONSOLIDATED TAX LIABILITY AGREEMENT,10-K,EX-10.49,https://www.sec.gov/Archives/edgar/data/890926/000119312509048930/dex1049.htm,2009-03-10,2009-890926-0001193125-09-048930-dex1049.htm
0000950137-09-001617,1297568,"Specialty Underwriters Alliance, Inc. (CIK 0001297568)",,EX-10.48,10-K,EX-10.48,https://www.sec.gov/Archives/edgar/data/1297568/000095013709001617/c49727exv10w48.htm,2009-03-06,2009-1297568-0000950137-09-001617-c49727exv10w48.htm
0001193125-09-094854,913144,"RENAISSANCERE HOLDINGS LTD (RNR, RNR-PF, RNR-PG) (CIK 0000913144)",RNR,"PLEDGE AGREEMENT, DATED AS OF APRIL 29, 2009.",10-Q,EX-10.7,https://www.sec.gov/Archives/edgar/data/913144/000119312509094854/dex107.htm,2009-05-01,2009-913144-0001193125-09-094854-dex107.htm
0000029915-09-000016,29915,DOW CHEMICAL CO /DE/ (CIK 0000029915),,,10-K,EX-10.(S),https://www.sec.gov/Archives/edgar/data/29915/000002991509000016/ex-10s.htm,2009-02-20,2009-29915-0000029915-09-000016-ex-10s.htm
0001071739-09-000007,1071739,CENTENE CORP (CNC) (CIK 0001071739),CNC,CONTRACT,10-K,EX-10.1C,https://www.sec.gov/Archives/edgar/data/1071739/000107173909000007/exhibit101c.htm,2009-02-23,2009-1071739-0001071739-09-000007-exhibit101c.htm
0000945234-09-000046,1333274,MERCER INTERNATIONAL INC. (MERC) (CIK 0001333274),MERC,EX-10.1 PROJECT FINANCING FACILITY AGREEMENT,10-K,EX-10.1,https://www.sec.gov/Archives/edgar/data/1333274/000094523409000046/o53038exv10w1.htm,2009-03-02,2009-1333274-0000945234-09-000046-o53038exv10w1.htm
0001193125-09-164119,64996,MERCURY GENERAL CORP (MCY) (CIK 0000064996),MCY,"CREDIT AGREEMENT, DATED AS OF JANUARY 2, 2009",10-Q,EX-10.34,https://www.sec.gov/Archives/edgar/data/64996/000119312509164119/dex1034.htm,2009-08-05,2009-64996-0001193125-09-164119-dex1034.htm
0001193125-09-067836,1401521,UNITED INSURANCE HOLDINGS CORP. (ACIC) (CIK 0001401521),ACIC,ASSUMPTION AGREEMENT,10-K,EX-10.31,https://www.sec.gov/Archives/edgar/data/1401521/000119312509067836/dex1031.htm,2009-03-30,2009-1401521-0001193125-09-067836-dex1031.htm
0001193125-09-069539,1401521,UNITED INSURANCE HOLDINGS CORP. (ACIC) (CIK 0001401521),ACIC,ASSUMPTION AGREEMENT,10-K/A,EX-10.31,https://www.sec.gov/Archives/edgar/data/1401521/000119312509069539/dex1031.htm,2009-03-31,2009-1401521-0001193125-09-069539-dex1031.htm
0000950123-09-001278,886982,"GOLDMAN SACHS GROUP INC (GS, GSCE, GS-PA, GS-PC, GS-PD) (CIK 0000886982)",GS,EX-10.66: FORM OF SIGNATURE CARD FOR EQUITY AWARDS (ASIA EX CHINA),10-K,EX-10.66,https://www.sec.gov/Archives/edgar/data/886982/000095012309001278/y74032exv10w66.htm,2009-01-27,2009-886982-0000950123-09-001278-y74032exv10w66.htm
0000096289-09-000004,96289,RADIOSHACK CORP (CIK 0000096289),,"RADIOSHACK CORP FORM 10-K DECEMBER 31, 2008 EXHIBIT 10.73",10-K,EX-10.53,https://www.sec.gov/Archives/edgar/data/96289/000009628909000004/exhibit1053.htm,2009-02-24,2009-96289-0000096289-09-000004-exhibit1053.htm
0001193125-09-223170,5513,"Unum Group (UNM, UNMA) (CIK 0000005513)",UNM,CONSULTING AGREEMENT BETWEEN UNUM GROUP AND ROBERT C. GREVING,10-Q,EX-10.1,https://www.sec.gov/Archives/edgar/data/5513/000119312509223170/dex101.htm,2009-11-04,2009-5513-0001193125-09-223170-dex101.htm
0000950123-09-001278,886982,"GOLDMAN SACHS GROUP INC (GS, GSCE, GS-PA, GS-PC, GS-PD) (CIK 0000886982)",GS,EX-10.67: FORM OF SIGNATURE CARD FOR EQUITY AWARDS (CHINA),10-K,EX-10.67,https://www.sec.gov/Archives/edgar/data/886982/000095012309001278/y74032exv10w67.htm,2009-01-27,2009-886982-0000950123-09-001278-y74032exv10w67.htm
0001047469-09-002082,947484,"ARCH CAPITAL GROUP LTD. (ACGL, ACGLN, ACGLO) (CIK 0000947484)",ACGL,EXHIBIT 10.24,10-K,EX-10.24,https://www.sec.gov/Archives/edgar/data/947484/000104746909002082/a2190626zex-10_24.htm,2009-03-02,2009-947484-0001047469-09-002082-a2190626zex-10_24.htm
0001193125-09-094854,913144,"RENAISSANCERE HOLDINGS LTD (RNR, RNR-PF, RNR-PG) (CIK 0000913144)",RNR,"MASTER REIMBURSEMENT AGREEMENT, DATED AS OF APRIL 29, 2009.",10-Q,EX-10.6,https://www.sec.gov/Archives/edgar/data/913144/000119312509094854/dex106.htm,2009-05-01,2009-913144-0001193125-09-094854-dex106.htm
0000930413-09-001747,1358164,SYNCORA HOLDINGS LTD (CIK 0001358164),,,10-K,EX-10.1.2,https://www.sec.gov/Archives/edgar/data/1358164/000093041309001747/c57029_ex10-12.htm,2009-03-31,2009-1358164-0000930413-09-001747-c57029_ex10-12.htm
0000950134-09-008088,1133421,NORTHROP GRUMMAN CORP /DE/ (NOC) (CIK 0001133421),NOC,EX-10.3,10-Q,EX-10.3,https://www.sec.gov/Archives/edgar/data/1133421/000095013409008088/v51970exv10w3.htm,2009-04-22,2009-1133421-0000950134-09-008088-v51970exv10w3.htm
0001193125-09-069009,1065201,AMERINST INSURANCE GROUP LTD (CIK 0001065201),,"ADDENDA TO MANAGEMENT AGREEMENT EFFECTIVE JULY 1, 2008",10-K,EX-10.20,https://www.sec.gov/Archives/edgar/data/1065201/000119312509069009/dex1020.htm,2009-03-31,2009-1065201-0001193125-09-069009-dex1020.htm
0000950123-09-059386,1363829,"Enstar Group LTD (ESGR, ESGRO, ESGRP) (CIK 0001363829)",ESGR,EX-10.1,10-Q,EX-10.1,https://www.sec.gov/Archives/edgar/data/1363829/000095012309059386/w76056exv10w1.htm,2009-11-06,2009-1363829-0000950123-09-059386-w76056exv10w1.htm
0001104659-09-013236,1023734,"BPZ RESOURCES, INC. (CIK 0001023734)",,EX-10.16,10-K,EX-10.16,https://www.sec.gov/Archives/edgar/data/1023734/000110465909013236/a09-1435_1ex10d16.htm,2009-03-02,2009-1023734-0001104659-09-013236-a09-1435_1ex10d16.htm
0000029915-09-000016,29915,DOW CHEMICAL CO /DE/ (CIK 0000029915),,,10-K,EX-10.(T),https://www.sec.gov/Archives/edgar/data/29915/000002991509000016/ex-10t.htm,2009-02-20,2009-29915-0000029915-09-000016-ex-10t.htm
0001144204-09-016837,1094847,"ONCOVISTA INNOVATIVE THERAPIES, INC (CIK 0001094847)",,,10-K,EX-10.41,https://www.sec.gov/Archives/edgar/data/1094847/000114420409016837/v144157_ex10-41.htm,2009-03-30,2009-1094847-0001144204-09-016837-v144157_ex10-41.htm
0000950123-09-066938,1012771,FBL FINANCIAL GROUP INC (CIK 0001012771),,EX-10.29(A),10-Q/A,EX-10.29(A),https://www.sec.gov/Archives/edgar/data/1012771/000095012309066938/c54866exv10w29xay.htm,2009-11-30,2009-1012771-0000950123-09-066938-c54866exv10w29xay.htm
0001193125-09-106136,935724,PMI GROUP INC (CIK 0000935724),,AMENDMENT AGREEMENT NO. 6 TO THE REVOLVING CREDIT AGREEMENT.,10-Q,EX-10.3,https://www.sec.gov/Archives/edgar/data/935724/000119312509106136/dex103.htm,2009-05-11,2009-935724-0001193125-09-106136-dex103.htm
0000950133-09-000661,1263813,"UNITED AMERICA INDEMNITY, LTD (CIK 0001263813)",,EX-10.22,10-K,EX-10.22,https://www.sec.gov/Archives/edgar/data/1263813/000095013309000661/w73140exv10w22.htm,2009-03-10,2009-1263813-0000950133-09-000661-w73140exv10w22.htm
0000950137-09-001250,21175,CNA FINANCIAL CORP (CNA) (CIK 0000021175),CNA,EX-10.7,10-K,EX-10.7,https://www.sec.gov/Archives/edgar/data/21175/000095013709001250/c48758exv10w7.htm,2009-02-24,2009-21175-0000950137-09-001250-c48758exv10w7.htm
0000950144-09-001789,1279363,"WELLCARE HEALTH PLANS, INC. (CIK 0001279363)",,EX-10.27,10-Q,EX-10.27,https://www.sec.gov/Archives/edgar/data/1279363/000095014409001789/g17877exv10w27.htm,2009-03-02,2009-1279363-0000950144-09-001789-g17877exv10w27.htm
0001437749-09-000189,912898,GLIMCHER REALTY TRUST (CIK 0000912898),,TERM LOAN AGREEMENT,10-K,EX-10.107,https://www.sec.gov/Archives/edgar/data/912898/000143774909000189/ex10-107.htm,2009-02-24,2009-912898-0001437749-09-000189-ex10-107.htm
0001193125-09-042483,1091748,"Argo Group International Holdings, Ltd. (ARGD, ARGO-PA) (CIK 0001091748)",ARGD,CREDIT AGREEMENT,10-K,EX-10.21,https://www.sec.gov/Archives/edgar/data/1091748/000119312509042483/dex1021.htm,2009-03-02,2009-1091748-0001193125-09-042483-dex1021.htm
0000936392-09-000054,797721,VIASAT INC (VSAT) (CIK 0000797721),VSAT,EX-10.1,10-Q,EX-10.1,https://www.sec.gov/Archives/edgar/data/797721/000093639209000054/a51126exv10w1.htm,2009-02-11,2009-797721-0000936392-09-000054-a51126exv10w1.htm
0001078782-09-001154,1309402,"GREEN PLAINS RENEWABLE ENERGY, INC. (GPRE) (CIK 0001309402)",GPRE,EX-10.6,10-Q,EX-10,https://www.sec.gov/Archives/edgar/data/1309402/000107878209001154/gpre10q063009ex106.htm,2009-08-10,2009-1309402-0001078782-09-001154-gpre10q063009ex106.htm
0001166291-09-000033,1166291,PINNACLE AIRLINES CORP (CIK 0001166291),,EXHIBIT 10.62,10-K/A,EX-10.62,https://www.sec.gov/Archives/edgar/data/1166291/000116629109000033/exhibit10-62.htm,2009-08-28,2009-1166291-0001166291-09-000033-exhibit10-62.htm
0001078782-09-001154,1309402,"GREEN PLAINS RENEWABLE ENERGY, INC. (GPRE) (CIK 0001309402)",GPRE,EX-10.5,10-Q,EX-10,https://www.sec.gov/Archives/edgar/data/1309402/000107878209001154/gpre10q063009ex105.htm,2009-08-10,2009-1309402-0001078782-09-001154-gpre10q063009ex105.htm
0001037390-09-000020,1037390,GRIFFIN LAND & NURSERIES INC (CIK 0001037390),INDT,"BERKSHIRE BANK CONSTRUCTION LOAN AND SECURITY AGREEMENT DATED FEBRUARY 6, 2009",10-Q,EX-10.36,https://www.sec.gov/Archives/edgar/data/1037390/000103739009000020/berkshirebank_loan.htm,2009-04-09,2009-1037390-0001037390-09-000020-berkshirebank_loan.htm
0000950123-09-031257,1137048,ODYSSEY RE HOLDINGS CORP (CIK 0001137048),,EX-10.30,10-Q,EX-10.30,https://www.sec.gov/Archives/edgar/data/1137048/000095012309031257/o56498exv10w30.htm,2009-08-06,2009-1137048-0000950123-09-031257-o56498exv10w30.htm
0000950152-09-001562,354869,FIRSTMERIT CORP /OH/ (CIK 0000354869),,EX-10.39,10-K,EX-10.39,https://www.sec.gov/Archives/edgar/data/354869/000095015209001562/l34889aexv10w39.htm,2009-02-18,2009-354869-0000950152-09-001562-l34889aexv10w39.htm
0000936392-09-000293,797721,VIASAT INC (VSAT) (CIK 0000797721),VSAT,EX-10.13,10-K,EX-10.13,https://www.sec.gov/Archives/edgar/data/797721/000093639209000293/a52695exv10w13.htm,2009-05-28,2009-797721-0000936392-09-000293-a52695exv10w13.htm
0000096289-09-000004,96289,RADIOSHACK CORP (CIK 0000096289),,"RADIOSHACK CORP FORM 10-K DECEMBER 31, 2008 EXHIBIT 10.71",10-K,EX-10.54,https://www.sec.gov/Archives/edgar/data/96289/000009628909000004/exhibit1054.htm,2009-02-24,2009-96289-0000096289-09-000004-exhibit1054.htm
0000950134-09-004253,1179060,CROSSTEX ENERGY LP (CIK 0001179060),,EX-10.11,10-K,EX-10.11,https://www.sec.gov/Archives/edgar/data/1179060/000095013409004253/d66491exv10w11.htm,2009-03-02,2009-1179060-0000950134-09-004253-d66491exv10w11.htm
0000950123-09-031257,1137048,ODYSSEY RE HOLDINGS CORP (CIK 0001137048),,EX-10.31,10-Q,EX-10.31,https://www.sec.gov/Archives/edgar/data/1137048/000095012309031257/o56498exv10w31.htm,2009-08-06,2009-1137048-0000950123-09-031257-o56498exv10w31.htm
0000950144-09-002354,1171662,TRIPLE-S MANAGEMENT CORP (CIK 0001171662),,EX-10.17,10-K,EX-10.17,https://www.sec.gov/Archives/edgar/data/1171662/000095014409002354/g18062exv10w17.htm,2009-03-18,2009-1171662-0000950144-09-002354-g18062exv10w17.htm
0000950123-09-054889,922621,ERIE INDEMNITY CO (ERIE) (CIK 0000922621),ERIE,EX-10.1,10-Q,EX-10.1,https://www.sec.gov/Archives/edgar/data/922621/000095012309054889/l37841exv10w1.htm,2009-10-29,2009-922621-0000950123-09-054889-l37841exv10w1.htm
0001047469-09-001890,1273813,ASSURED GUARANTY LTD (AGO) (CIK 0001273813),AGO,EXHIBIT 10.64,10-K,EX-10.64,https://www.sec.gov/Archives/edgar/data/1273813/000104746909001890/a2190898zex-10_64.htm,2009-02-26,2009-1273813-0001047469-09-001890-a2190898zex-10_64.htm
0001047469-09-001890,1273813,ASSURED GUARANTY LTD (AGO) (CIK 0001273813),AGO,EXHIBIT 10.65,10-K,EX-10.65,https://www.sec.gov/Archives/edgar/data/1273813/000104746909001890/a2190898zex-10_65.htm,2009-02-26,2009-1273813-0001047469-09-001890-a2190898zex-10_65.htm
0000950123-09-029633,356213,PINNACLE ENTERTAINMENT INC (CIK 0000356213),,EXHIBIT 10.2,10-Q,EX-10.2,https://www.sec.gov/Archives/edgar/data/356213/000095012309029633/c88097exv10w2.htm,2009-08-04,2009-356213-0000950123-09-029633-c88097exv10w2.htm
0000930413-09-004053,875159,XL CAPITAL LTD (CIK 0000875159),,,10-Q,EX-10.7,https://www.sec.gov/Archives/edgar/data/875159/000093041309004053/c58383_ex10-7.htm,2009-08-06,2009-875159-0000930413-09-004053-c58383_ex10-7.htm
0001104659-09-031127,315293,AON CORP (AON) (CIK 0000315293),AON,EX-10.5,10-Q,EX-10.5,https://www.sec.gov/Archives/edgar/data/315293/000110465909031127/a09-11078_1ex10d5.htm,2009-05-08,2009-315293-0001104659-09-031127-a09-11078_1ex10d5.htm
0000950137-09-001250,21175,CNA FINANCIAL CORP (CNA) (CIK 0000021175),CNA,EX-10.8,10-K,EX-10.8,https://www.sec.gov/Archives/edgar/data/21175/000095013709001250/c48758exv10w8.htm,2009-02-24,2009-21175-0000950137-09-001250-c48758exv10w8.htm
0001188112-09-001807,795551,THERAGENICS CORP (CIK 0000795551),,EXHIBIT 10.1,10-Q,EX-10.1,https://www.sec.gov/Archives/edgar/data/795551/000118811209001807/ex10-1.htm,2009-08-13,2009-795551-0001188112-09-001807-ex10-1.htm
0001159154-09-000016,1159154,REPUBLIC AIRWAYS HOLDINGS INC (CIK 0001159154),,FRONTIER AIRLINES AMENDED AND RESTATED DIP AGREEMENT,10-Q,EX-10.56(A),https://www.sec.gov/Archives/edgar/data/1159154/000115915409000016/exhibit10_56a.htm,2009-05-11,2009-1159154-0001159154-09-000016-exhibit10_56a.htm
0000950123-09-008416,1163348,ALLIED WORLD ASSURANCE CO HOLDINGS LTD (CIK 0001163348),,EX-10.1,10-Q,EX-10.1,https://www.sec.gov/Archives/edgar/data/1163348/000095012309008416/y77038exv10w1.htm,2009-05-08,2009-1163348-0000950123-09-008416-y77038exv10w1.htm
0001047469-09-001839,1172222,HAWAIIAN HOLDINGS INC (HA) (CIK 0001172222),HA,EX-10.48,10-K,EX-10.48,https://www.sec.gov/Archives/edgar/data/1172222/000104746909001839/a2190926zex-10_48.htm,2009-02-26,2009-1172222-0001047469-09-001839-a2190926zex-10_48.htm
0000950123-09-059599,842162,LEAR CORP (LEA) (CIK 0000842162),LEA,EX-10.3,10-Q,EX-10.3,https://www.sec.gov/Archives/edgar/data/842162/000095012309059599/k48499exv10w3.htm,2009-11-09,2009-842162-0000950123-09-059599-k48499exv10w3.htm
0001104659-09-062954,1289490,Extra Space Storage Inc. (EXR) (CIK 0001289490),EXR,EX-10.1,10-Q,EX-10.1,https://www.sec.gov/Archives/edgar/data/1289490/000110465909062954/a09-31224_2ex10d1.htm,2009-11-05,2009-1289490-0001104659-09-062954-a09-31224_2ex10d1.htm
0000950123-09-031257,1137048,ODYSSEY RE HOLDINGS CORP (CIK 0001137048),,EX-10.33,10-Q,EX-10.33,https://www.sec.gov/Archives/edgar/data/1137048/000095012309031257/o56498exv10w33.htm,2009-08-06,2009-1137048-0000950123-09-031257-o56498exv10w33.htm
0000930413-09-001747,1358164,SYNCORA HOLDINGS LTD (CIK 0001358164),,,10-K,EX-10.7,https://www.sec.gov/Archives/edgar/data/1358164/000093041309001747/c57029_ex10-7.htm,2009-03-31,2009-1358164-0000930413-09-001747-c57029_ex10-7.htm
0001047469-09-001890,1273813,ASSURED GUARANTY LTD (AGO) (CIK 0001273813),AGO,EXHIBIT 10.66,10-K,EX-10.66,https://www.sec.gov/Archives/edgar/data/1273813/000104746909001890/a2190898zex-10_66.htm,2009-02-26,2009-1273813-0001047469-09-001890-a2190898zex-10_66.htm
0001047469-09-001890,1273813,ASSURED GUARANTY LTD (AGO) (CIK 0001273813),AGO,EXHIBIT 10.67,10-K,EX-10.67,https://www.sec.gov/Archives/edgar/data/1273813/000104746909001890/a2190898zex-10_67.htm,2009-02-26,2009-1273813-0001047469-09-001890-a2190898zex-10_67.htm
0000930413-09-001747,1358164,SYNCORA HOLDINGS LTD (CIK 0001358164),,,10-K,EX-10.8,https://www.sec.gov/Archives/edgar/data/1358164/000093041309001747/c57029_ex10-8.htm,2009-03-31,2009-1358164-0000930413-09-001747-c57029_ex10-8.htm
