accessionNo,cik,companyNameLong,ticker,description,formType,type,filingUrl,filedAt,downloadFilename
0001193125-11-067345,1058299,LIONBRIDGE TECHNOLOGIES INC /DE/ (CIK 0001058299),,"LEASE DATED APRIL 23,2010 BETWEEN FATA ASSICURAZIONI DANNI SPA AND LIONBRIDGE IT",10-K,EX-10.33,https://www.sec.gov/Archives/edgar/data/1058299/000119312511067345/dex1033.htm,2011-03-15,2011-1058299-0001193125-11-067345-dex1033.htm
0001144204-11-001197,97196,AMERICAN INDEPENDENCE CORP (CIK 0000097196),,,10-K/A,EX-10.8,https://www.sec.gov/Archives/edgar/data/97196/000114420411001197/v207544_ex10-8.htm,2011-01-07,2011-97196-0001144204-11-001197-v207544_ex10-8.htm
0001104659-11-044252,947484,"ARCH CAPITAL GROUP LTD. (ACGL, ACGLN, ACGLO) (CIK 0000947484)",ACGL,EX-10.1,10-Q,EX-10.1,https://www.sec.gov/Archives/edgar/data/947484/000110465911044252/a11-14025_1ex10d1.htm,2011-08-05,2011-947484-0001104659-11-044252-a11-14025_1ex10d1.htm
0001104659-11-044150,352736,ALLSTATE LIFE INSURANCE CO (CIK 0000352736),,EX-10.4,10-Q,EX-10.4,https://www.sec.gov/Archives/edgar/data/352736/000110465911044150/a11-13924_1ex10d4.htm,2011-08-05,2011-352736-0001104659-11-044150-a11-13924_1ex10d4.htm
0001193125-11-145061,1220754,PROVIDENCE SERVICE CORP (MODV) (CIK 0001220754),MODV,"NOTE PURCHASE AGREEMENT, DATED NOVEMBER 6, 2007",10-K/A,EX-10.7,https://www.sec.gov/Archives/edgar/data/1220754/000119312511145061/dex107.htm,2011-05-19,2011-1220754-0001193125-11-145061-dex107.htm
0001193125-11-056183,792013,HARLEYSVILLE GROUP INC (CIK 0000792013),,TWELFTH AMENDMENT TO THE PROPORTIONAL REINSURANCE AGREEMENT,10-K,EX-10.I.10,https://www.sec.gov/Archives/edgar/data/792013/000119312511056183/dex10i10.htm,2011-03-04,2011-792013-0001193125-11-056183-dex10i10.htm
0001038838-11-000010,1093430,CASPIAN SERVICES INC (CIK 0001093430),,,10-K,EX-10.45,https://www.sec.gov/Archives/edgar/data/1093430/000103883811000010/ex1045k093010.htm,2011-01-13,2011-1093430-0001038838-11-000010-ex1045k093010.htm
0001104659-11-044150,352736,ALLSTATE LIFE INSURANCE CO (CIK 0000352736),,EX-10.3,10-Q,EX-10.3,https://www.sec.gov/Archives/edgar/data/352736/000110465911044150/a11-13924_1ex10d3.htm,2011-08-05,2011-352736-0001104659-11-044150-a11-13924_1ex10d3.htm
0001144204-11-044020,1365555,"Amtrust Financial Services, Inc. (CIK 0001365555)",,ENDORSEMENT NO. 1 TO THE AMENDED AND RESTATED QUOTA SHARE REINSURANCE AGREEMENT,10-Q,EX-10.2,https://www.sec.gov/Archives/edgar/data/1365555/000114420411044020/v230249_ex10-2.htm,2011-08-04,2011-1365555-0001144204-11-044020-v230249_ex10-2.htm
0001144204-11-044413,1412100,"Maiden Holdings, Ltd. (MHLA, MHLD, MHNC) (CIK 0001412100)",MHLD,EXHIBIT 10.3,10-Q,EX-10.3,https://www.sec.gov/Archives/edgar/data/1412100/000114420411044413/v228882_ex10-3.htm,2011-08-08,2011-1412100-0001144204-11-044413-v228882_ex10-3.htm
0001104659-11-009995,1165880,MONTPELIER RE HOLDINGS LTD (CIK 0001165880),,EX-10.13,10-K,EX-10.13,https://www.sec.gov/Archives/edgar/data/1165880/000110465911009995/a11-2248_1ex10d13.htm,2011-02-25,2011-1165880-0001104659-11-009995-a11-2248_1ex10d13.htm
0001193125-11-059090,874977,State Auto Financial CORP (CIK 0000874977),,FIRST AMENDMENT TO REINSURANCE POOLING AGREEMENT,10-K,EX-10.49,https://www.sec.gov/Archives/edgar/data/874977/000119312511059090/dex1049.htm,2011-03-08,2011-874977-0001193125-11-059090-dex1049.htm
0001193125-11-047473,896159,ACE Ltd (CB) (CIK 0000896159),CB,"LETTER OF CREDIT FACILITY AGREEMENT---THE BANK OF TOKYO-MITSIBUSHI UFJ, LTD.",10-K,EX-10.7,https://www.sec.gov/Archives/edgar/data/896159/000119312511047473/dex107.htm,2011-02-25,2011-896159-0001193125-11-047473-dex107.htm
0000950123-11-025153,800457,"DONEGAL GROUP INC (DGICA, DGICB) (CIK 0000800457)",DGICA,EX-10.OO,10-K,EX-10.OO,https://www.sec.gov/Archives/edgar/data/800457/000095012311025153/w81976exv10woo.htm,2011-03-14,2011-800457-0000950123-11-025153-w81976exv10woo.htm
0001193125-11-047473,896159,ACE Ltd (CB) (CIK 0000896159),CB,LETTER OF CREDIT FACILITY AGREEMENT---THE ROYAL BANK OF SCOTLAND PLC,10-K,EX-10.8,https://www.sec.gov/Archives/edgar/data/896159/000119312511047473/dex108.htm,2011-02-25,2011-896159-0001193125-11-047473-dex108.htm
0001193125-11-047473,896159,ACE Ltd (CB) (CIK 0000896159),CB,LETTER OF CREDIT FACILITY AGREEMENT---ING BANK N.V.,10-K,EX-10.6,https://www.sec.gov/Archives/edgar/data/896159/000119312511047473/dex106.htm,2011-02-25,2011-896159-0001193125-11-047473-dex106.htm
0001193125-11-295054,911421,PARTNERRE LTD (PREJF) (CIK 0000911421),PREJF,"EMPLOYMENT AGREEMENT DATED AS OF OCTOBER 1, 2010",10-Q,EX-10.3,https://www.sec.gov/Archives/edgar/data/911421/000119312511295054/d249459dex103.htm,2011-11-03,2011-911421-0001193125-11-295054-d249459dex103.htm
0001047469-11-001001,86312,"TRAVELERS COMPANIES, INC. (TRV) (CIK 0000086312)",TRV,EX-10.27,10-K,EX-10.27,https://www.sec.gov/Archives/edgar/data/86312/000104746911001001/a2201945zex-10_27.htm,2011-02-17,2011-86312-0001047469-11-001001-a2201945zex-10_27.htm
0001144204-11-014466,1412100,"Maiden Holdings, Ltd. (MHLA, MHLD, MHNC) (CIK 0001412100)",MHLD,,10-K,EX-10.15,https://www.sec.gov/Archives/edgar/data/1412100/000114420411014466/v214182_ex10-15.htm,2011-03-14,2011-1412100-0001144204-11-014466-v214182_ex10-15.htm
0001193125-11-047473,896159,ACE Ltd (CB) (CIK 0000896159),CB,LETTER OF CREDIT FACILITY AGREEMENT---LLOYDS TSB BANK PLC,10-K,EX-10.5,https://www.sec.gov/Archives/edgar/data/896159/000119312511047473/dex105.htm,2011-02-25,2011-896159-0001193125-11-047473-dex105.htm
0001104659-11-009995,1165880,MONTPELIER RE HOLDINGS LTD (CIK 0001165880),,EX-10.14,10-K,EX-10.14,https://www.sec.gov/Archives/edgar/data/1165880/000110465911009995/a11-2248_1ex10d14.htm,2011-02-25,2011-1165880-0001104659-11-009995-a11-2248_1ex10d14.htm
0001193125-11-216229,944695,"HANOVER INSURANCE GROUP, INC. (THG) (CIK 0000944695)",THG,SERVICE AGREEMENT BETWEEN ROBERT STUCHBERY AND CHAUCER HOLDINGS,10-Q,EX-10.2,https://www.sec.gov/Archives/edgar/data/944695/000119312511216229/dex102.htm,2011-08-09,2011-944695-0001193125-11-216229-dex102.htm
0001193125-11-047538,1079577,STANCORP FINANCIAL GROUP INC (CIK 0001079577),,FORM OF LONG-TERM INCENTIVE AWARD AGREEMET,10-K,EX-10.21,https://www.sec.gov/Archives/edgar/data/1079577/000119312511047538/dex1021.htm,2011-02-25,2011-1079577-0001193125-11-047538-dex1021.htm
0000950123-11-026044,1494904,Global Indemnity plc (GBLI) (CIK 0001494904),GBLI,EXHIBIT 10.27,10-K,EX-10.27,https://www.sec.gov/Archives/edgar/data/1494904/000095012311026044/w82021exv10w27.htm,2011-03-16,2011-1494904-0000950123-11-026044-w82021exv10w27.htm
0001047469-11-001001,86312,"TRAVELERS COMPANIES, INC. (TRV) (CIK 0000086312)",TRV,EX-10.29,10-K,EX-10.29,https://www.sec.gov/Archives/edgar/data/86312/000104746911001001/a2201945zex-10_29.htm,2011-02-17,2011-86312-0001047469-11-001001-a2201945zex-10_29.htm
0001171500-11-000006,1171500,PLATINUM UNDERWRITERS HOLDINGS LTD (CIK 0001171500),,,10-K,EX-10.12,https://www.sec.gov/Archives/edgar/data/1171500/000117150011000006/exhibit10_12.htm,2011-02-18,2011-1171500-0001171500-11-000006-exhibit10_12.htm
0000950123-11-046666,1363829,"Enstar Group LTD (ESGR, ESGRO, ESGRP) (CIK 0001363829)",ESGR,EX-10.1,10-Q,EX-10.1,https://www.sec.gov/Archives/edgar/data/1363829/000095012311046666/w82533exv10w1.htm,2011-05-06,2011-1363829-0000950123-11-046666-w82533exv10w1.htm
0001347815-11-000008,1347815,"Flagstone Reinsurance Holdings, S.A. (CIK 0001347815)",,"LETTER AGREEMENT BDA HOLD, BYRNE, HAVERFORD, LIMESTONE",10-K,EX-10.45,https://www.sec.gov/Archives/edgar/data/1347815/000134781511000008/ex1045.htm,2011-03-02,2011-1347815-0001347815-11-000008-ex1045.htm
0001144204-11-014466,1412100,"Maiden Holdings, Ltd. (MHLA, MHLD, MHNC) (CIK 0001412100)",MHLD,,10-K,EX-10.16,https://www.sec.gov/Archives/edgar/data/1412100/000114420411014466/v214182_ex10-16.htm,2011-03-14,2011-1412100-0001144204-11-014466-v214182_ex10-16.htm
0001038838-11-000010,1093430,CASPIAN SERVICES INC (CIK 0001093430),,,10-K,EX-10.40,https://www.sec.gov/Archives/edgar/data/1093430/000103883811000010/ex1040k093010.htm,2011-01-13,2011-1093430-0001038838-11-000010-ex1040k093010.htm
0001144204-11-044413,1412100,"Maiden Holdings, Ltd. (MHLA, MHLD, MHNC) (CIK 0001412100)",MHLD,EXHIBIT 10.5,10-Q,EX-10.5,https://www.sec.gov/Archives/edgar/data/1412100/000114420411044413/v228882_ex10-5.htm,2011-08-08,2011-1412100-0001144204-11-044413-v228882_ex10-5.htm
0001347815-11-000008,1347815,"Flagstone Reinsurance Holdings, S.A. (CIK 0001347815)",,"PURCHASE AGREEMENT BDA HOLD, BYRNE, HAVERFORD, LIMESTONE",10-K,EX-10.44,https://www.sec.gov/Archives/edgar/data/1347815/000134781511000008/ex1044.htm,2011-03-02,2011-1347815-0001347815-11-000008-ex1044.htm
0001144204-11-014466,1412100,"Maiden Holdings, Ltd. (MHLA, MHLD, MHNC) (CIK 0001412100)",MHLD,,10-K,EX-10.17,https://www.sec.gov/Archives/edgar/data/1412100/000114420411014466/v214182_ex10-17.htm,2011-03-14,2011-1412100-0001144204-11-014466-v214182_ex10-17.htm
0001193125-11-295054,911421,PARTNERRE LTD (PREJF) (CIK 0000911421),PREJF,"EMPLOYMENT AGREEMENT DATED AS OF JANUARY 1, 2011",10-Q,EX-10.4,https://www.sec.gov/Archives/edgar/data/911421/000119312511295054/d249459dex104.htm,2011-11-03,2011-911421-0001193125-11-295054-d249459dex104.htm
0001193125-11-025625,354190,GALLAGHER ARTHUR J & CO (AJG) (CIK 0000354190),AJG,FORM OF LONG-TERM INCENTIVE PLAN RESTRICTED STOCK UNIT AWARD AGREEMENT,10-K,EX-10.42.1,https://www.sec.gov/Archives/edgar/data/354190/000119312511025625/dex10421.htm,2011-02-07,2011-354190-0001193125-11-025625-dex10421.htm
0000950123-11-018886,1339553,"HealthSpring, Inc. (CIK 0001339553)",,EXHIBIT 10.18,10-K,EX-10.18,https://www.sec.gov/Archives/edgar/data/1339553/000095012311018886/c11743exv10w18.htm,2011-02-25,2011-1339553-0000950123-11-018886-c11743exv10w18.htm
0000950123-11-020814,859139,DELPHI FINANCIAL GROUP INC/DE (CIK 0000859139),,EX-10.44,10-K,EX-10.44,https://www.sec.gov/Archives/edgar/data/859139/000095012311020814/w80663exv10w44.htm,2011-03-01,2011-859139-0000950123-11-020814-w80663exv10w44.htm
0000950123-11-019862,898174,"REINSURANCE GROUP OF AMERICA INC (RGA, RZB, RZC) (CIK 0000898174)",RGA,EX-10.23,10-K,EX-10.23,https://www.sec.gov/Archives/edgar/data/898174/000095012311019862/c62390exv10w23.htm,2011-02-28,2011-898174-0000950123-11-019862-c62390exv10w23.htm
0001193125-11-064256,1220754,PROVIDENCE SERVICE CORP (MODV) (CIK 0001220754),MODV,CREDIT AGREEMENT,10-K,EX-10.9,https://www.sec.gov/Archives/edgar/data/1220754/000119312511064256/dex109.htm,2011-03-11,2011-1220754-0001193125-11-064256-dex109.htm
0001071739-11-000012,1071739,CENTENE CORP (CNC) (CIK 0001071739),CNC,AMENDMENT #7,10-K,EX-10.1F,https://www.sec.gov/Archives/edgar/data/1071739/000107173911000012/exhibit101f.htm,2011-02-22,2011-1071739-0001071739-11-000012-exhibit101f.htm
0001401521-11-000009,1401521,UNITED INSURANCE HOLDINGS CORP. (ACIC) (CIK 0001401521),ACIC,ASSUMPTION AGREEMENT WITH CITIZENS,10-Q,EX-10.4,https://www.sec.gov/Archives/edgar/data/1401521/000140152111000009/exh10431mar11.htm,2011-05-11,2011-1401521-0001401521-11-000009-exh10431mar11.htm
0000950123-11-025153,800457,"DONEGAL GROUP INC (DGICA, DGICB) (CIK 0000800457)",DGICA,EX-10.TT,10-K,EX-10.TT,https://www.sec.gov/Archives/edgar/data/800457/000095012311025153/w81976exv10wtt.htm,2011-03-14,2011-800457-0000950123-11-025153-w81976exv10wtt.htm
0001193125-11-025625,354190,GALLAGHER ARTHUR J & CO (AJG) (CIK 0000354190),AJG,FORM OF LONG-TERM INCENTIVE PLAN STOCK OPTION AWARD AGREEMENT,10-K,EX-10.42.2,https://www.sec.gov/Archives/edgar/data/354190/000119312511025625/dex10422.htm,2011-02-07,2011-354190-0001193125-11-025625-dex10422.htm
0001104659-11-026364,315293,AON CORP (AON) (CIK 0000315293),AON,EX-10.1,10-Q,EX-10.1,https://www.sec.gov/Archives/edgar/data/315293/000110465911026364/a11-8884_1ex10d1.htm,2011-05-05,2011-315293-0001104659-11-026364-a11-8884_1ex10d1.htm
0001071739-11-000031,1071739,CENTENE CORP (CNC) (CIK 0001071739),CNC,CONTRACT,10-Q,EX-10.2,https://www.sec.gov/Archives/edgar/data/1071739/000107173911000031/exhibit102.htm,2011-10-25,2011-1071739-0001071739-11-000031-exhibit102.htm
0001071739-11-000031,1071739,CENTENE CORP (CNC) (CIK 0001071739),CNC,CONTRACT,10-Q,EX-10.3,https://www.sec.gov/Archives/edgar/data/1071739/000107173911000031/exhibit103.htm,2011-10-25,2011-1071739-0001071739-11-000031-exhibit103.htm
0001193125-11-306854,888002,AXA FINANCIAL INC (CIK 0000888002),,CREDIT AGREEMENT,10-Q,EX-10.1,https://www.sec.gov/Archives/edgar/data/888002/000119312511306854/d235681dex101.htm,2011-11-10,2011-888002-0001193125-11-306854-d235681dex101.htm
0000950123-11-026044,1494904,Global Indemnity plc (GBLI) (CIK 0001494904),GBLI,EXHIBIT 10.21,10-K,EX-10.21,https://www.sec.gov/Archives/edgar/data/1494904/000095012311026044/w82021exv10w21.htm,2011-03-16,2011-1494904-0000950123-11-026044-w82021exv10w21.htm
0001193125-11-025625,354190,GALLAGHER ARTHUR J & CO (AJG) (CIK 0000354190),AJG,FORM OF LONG-TERM INCENTIVE PLAN STOCK APPRECIATION RIGHTS AWARD AGREEMENT,10-K,EX-10.42.3,https://www.sec.gov/Archives/edgar/data/354190/000119312511025625/dex10423.htm,2011-02-07,2011-354190-0001193125-11-025625-dex10423.htm
0001279363-11-000013,1279363,"WELLCARE HEALTH PLANS, INC. (CIK 0001279363)",,AMENDED AND RESTATED GEORGIA CONTRACT,10-K,EX-10.49,https://www.sec.gov/Archives/edgar/data/1279363/000127936311000013/gaamendment8.htm,2011-02-16,2011-1279363-0001279363-11-000013-gaamendment8.htm
0001193125-11-133929,79282,BROWN & BROWN INC (BRO) (CIK 0000079282),BRO,AMENDMENT TO EMPLOYMENT AGREEMENT BETWEEN THE REGISTRANT AND,10-Q,EX-10.4,https://www.sec.gov/Archives/edgar/data/79282/000119312511133929/dex104.htm,2011-05-10,2011-79282-0001193125-11-133929-dex104.htm
0000950123-11-017588,1127703,PROASSURANCE CORP (PRA) (CIK 0001127703),PRA,EX-10.5,10-K,EX-10.5,https://www.sec.gov/Archives/edgar/data/1127703/000095012311017588/g25455exv10w5.htm,2011-02-24,2011-1127703-0000950123-11-017588-g25455exv10w5.htm
0000950123-11-025153,800457,"DONEGAL GROUP INC (DGICA, DGICB) (CIK 0000800457)",DGICA,EX-10.RR,10-K,EX-10.RR,https://www.sec.gov/Archives/edgar/data/800457/000095012311025153/w81976exv10wrr.htm,2011-03-14,2011-800457-0000950123-11-025153-w81976exv10wrr.htm
0001193125-11-078489,357264,PACIFIC CAPITAL BANCORP /CA/ (CIK 0000357264),,1998 AMENDED AND RESTATED TRUST AGREEMENT OF  PACIFIC CAPITAL BANCORP,10-K,EX-10.2.1,https://www.sec.gov/Archives/edgar/data/357264/000119312511078489/dex1021.htm,2011-03-28,2011-357264-0001193125-11-078489-dex1021.htm
0001104659-11-026364,315293,AON CORP (AON) (CIK 0000315293),AON,EX-10.4,10-Q,EX-10.4,https://www.sec.gov/Archives/edgar/data/315293/000110465911026364/a11-8884_1ex10d4.htm,2011-05-05,2011-315293-0001104659-11-026364-a11-8884_1ex10d4.htm
0001385613-11-000053,1385613,"GREENLIGHT CAPITAL RE, LTD. (GLRE) (CIK 0001385613)",GLRE,EXHIBIT 10.1,10-Q,EX-10.1,https://www.sec.gov/Archives/edgar/data/1385613/000138561311000053/agreement.htm,2011-10-31,2011-1385613-0001385613-11-000053-agreement.htm
0000950123-11-020814,859139,DELPHI FINANCIAL GROUP INC/DE (CIK 0000859139),,EX-10.45,10-K,EX-10.45,https://www.sec.gov/Archives/edgar/data/859139/000095012311020814/w80663exv10w45.htm,2011-03-01,2011-859139-0000950123-11-020814-w80663exv10w45.htm
0000950123-11-020067,886982,"GOLDMAN SACHS GROUP INC (GS, GSCE, GS-PA, GS-PC, GS-PD) (CIK 0000886982)",GS,EX-10.47: FORM OF SIGNATURE CARD FOR EQUITY AWARDS (EMPLOYEES IN CHINA),10-K,EX-10.47,https://www.sec.gov/Archives/edgar/data/886982/000095012311020067/y88213exv10w47.htm,2011-03-01,2011-886982-0000950123-11-020067-y88213exv10w47.htm
0000950123-11-020067,886982,"GOLDMAN SACHS GROUP INC (GS, GSCE, GS-PA, GS-PC, GS-PD) (CIK 0000886982)",GS,EX-10.46: FORM OF SIGNATURE CARD FOR EQUITY AWARDS (EMPLOYEES IN ASIA OUTSIDE CHINA),10-K,EX-10.46,https://www.sec.gov/Archives/edgar/data/886982/000095012311020067/y88213exv10w46.htm,2011-03-01,2011-886982-0000950123-11-020067-y88213exv10w46.htm
0001096752-11-000063,1096752,ENERGIZER HOLDINGS INC (EPC) (CIK 0001096752),EPC,EXECUTIVE HEALTH PLAN FOR RETIRED EMPLOYEES - RESTATED 1/1/2011,10-K,EX-10.59,https://www.sec.gov/Archives/edgar/data/1096752/000109675211000063/exhibit1059.htm,2011-11-22,2011-1096752-0001096752-11-000063-exhibit1059.htm
0001193125-11-209788,1057436,"STRATEGIC HOTELS & RESORTS, INC (CIK 0001057436)",,LOAN AGREEMENT,10-Q,EX-10.8,https://www.sec.gov/Archives/edgar/data/1057436/000119312511209788/dex108.htm,2011-08-04,2011-1057436-0001193125-11-209788-dex108.htm
0000950123-11-048124,714311,INTERNATIONAL LEASE FINANCE CORP (CIK 0000714311),,EX-10.3,10-Q,EX-10.3,https://www.sec.gov/Archives/edgar/data/714311/000095012311048124/v59474exv10w3.htm,2011-05-10,2011-714311-0000950123-11-048124-v59474exv10w3.htm
0001193125-11-208154,1514705,"SunCoke Energy, Inc. (SXC) (CIK 0001514705)",SXC,SEPARATION AND DISTRIBUTION AGREEMENT,10-Q,EX-10.1,https://www.sec.gov/Archives/edgar/data/1514705/000119312511208154/dex101.htm,2011-08-03,2011-1514705-0001193125-11-208154-dex101.htm
0001104659-11-010544,776867,WHITE MOUNTAINS INSURANCE GROUP LTD (WTM) (CIK 0000776867),WTM,EX-10.16,10-K,EX-10.16,https://www.sec.gov/Archives/edgar/data/776867/000110465911010544/a11-1984_1ex10d16.htm,2011-02-28,2011-776867-0001104659-11-010544-a11-1984_1ex10d16.htm
0001193125-11-199061,42888,GRACO INC (GGG) (CIK 0000042888),GGG,AMEND NO. 1 TO NOTE AGRMT,10-Q,EX-10.2,https://www.sec.gov/Archives/edgar/data/42888/000119312511199061/dex102.htm,2011-07-27,2011-42888-0001193125-11-199061-dex102.htm
0000950123-11-050439,1096752,ENERGIZER HOLDINGS INC (EPC) (CIK 0001096752),EPC,EX-10.56,10-K/A,EX-10.56,https://www.sec.gov/Archives/edgar/data/1096752/000095012311050439/c64636exv10w56.htm,2011-05-16,2011-1096752-0000950123-11-050439-c64636exv10w56.htm
0001193125-11-047649,1494877,"Digital Realty Trust, L.P. (CIK 0001494877)",,AMENDMENT NO. 2 TO THE NOTE PURCHASE AND PRIVATE SHELF AGREEMENT,10-K,EX-10.28,https://www.sec.gov/Archives/edgar/data/1494877/000119312511047649/dex1028.htm,2011-02-25,2011-1494877-0001193125-11-047649-dex1028.htm
0001104659-11-041971,899051,"ALLSTATE CORP (ALL, ALL-PB, ALL-PH, ALL-PI, ALL-PJ) (CIK 0000899051)",ALL,EX-10.3,10-Q,EX-10.3,https://www.sec.gov/Archives/edgar/data/899051/000110465911041971/a11-13315_1ex10d3.htm,2011-08-01,2011-899051-0001104659-11-041971-a11-13315_1ex10d3.htm
0001193125-11-047638,1297996,"Digital Realty Trust, Inc. (DLR, DLR-PJ, DLR-PK, DLR-PL) (CIK 0001297996)",DLR,AMENDMENT NO. 2 TO THE NOTE PURCHASE AND PRIVATE SHELF AGREEMENT,10-K,EX-10.28,https://www.sec.gov/Archives/edgar/data/1297996/000119312511047638/dex1028.htm,2011-02-25,2011-1297996-0001193125-11-047638-dex1028.htm
0001096906-11-002951,1042784,GOLDEN PHOENIX MINERALS INC (CIK 0001042784),,"SENIOR SECURED GOLD STREAM CREDIT AGREEMENT BETWEEN THE COMPANY AND WATERTON GLOBAL VALUE, DATED SEPTEMBER 26, 2011",10-Q,EX-10.10,https://www.sec.gov/Archives/edgar/data/1042784/000109690611002951/ex10-10.htm,2011-11-21,2011-1042784-0001096906-11-002951-ex10-10.htm
0001193125-11-295054,911421,PARTNERRE LTD (PREJF) (CIK 0000911421),PREJF,"EMPLOYMENT AGREEMENT DATED AS OF OCTOBER 1, 2010",10-Q,EX-10.2,https://www.sec.gov/Archives/edgar/data/911421/000119312511295054/d249459dex102.htm,2011-11-03,2011-911421-0001193125-11-295054-d249459dex102.htm
0001144204-11-043690,778734,Measurement Specialties Inc (CIK 0000778734),,EXHIBIT 10.3,10-Q,EX-10.3,https://www.sec.gov/Archives/edgar/data/778734/000114420411043690/v228267_ex10-3.htm,2011-08-03,2011-778734-0001144204-11-043690-v228267_ex10-3.htm
0001104659-11-022958,899051,"ALLSTATE CORP (ALL, ALL-PB, ALL-PH, ALL-PI, ALL-PJ) (CIK 0000899051)",ALL,EX-10.4,10-Q,EX-10.4,https://www.sec.gov/Archives/edgar/data/899051/000110465911022958/a11-8146_1ex10d4.htm,2011-04-27,2011-899051-0001104659-11-022958-a11-8146_1ex10d4.htm
0001047469-11-001286,899051,"ALLSTATE CORP (ALL, ALL-PB, ALL-PH, ALL-PI, ALL-PJ) (CIK 0000899051)",ALL,EX-10.12,10-K,EX-10.12,https://www.sec.gov/Archives/edgar/data/899051/000104746911001286/a2202090zex-10_12.htm,2011-02-24,2011-899051-0001047469-11-001286-a2202090zex-10_12.htm
0000950123-11-025153,800457,"DONEGAL GROUP INC (DGICA, DGICB) (CIK 0000800457)",DGICA,EX-10.SS,10-K,EX-10.SS,https://www.sec.gov/Archives/edgar/data/800457/000095012311025153/w81976exv10wss.htm,2011-03-14,2011-800457-0000950123-11-025153-w81976exv10wss.htm
0001047469-11-001229,1082554,UNITED THERAPEUTICS Corp (UTHR) (CIK 0001082554),UTHR,EX-10.37,10-K,EX-10.37,https://www.sec.gov/Archives/edgar/data/1082554/000104746911001229/a2202121zex-10_37.htm,2011-02-24,2011-1082554-0001047469-11-001229-a2202121zex-10_37.htm
0000950123-11-048124,714311,INTERNATIONAL LEASE FINANCE CORP (CIK 0000714311),,EX-10.2,10-Q,EX-10.2,https://www.sec.gov/Archives/edgar/data/714311/000095012311048124/v59474exv10w2.htm,2011-05-10,2011-714311-0000950123-11-048124-v59474exv10w2.htm
0001193125-11-134196,1091748,"Argo Group International Holdings, Ltd. (ARGD, ARGO-PA) (CIK 0001091748)",ARGD,EMPLOYMENT AGREEMENT,10-Q,EX-10.2,https://www.sec.gov/Archives/edgar/data/1091748/000119312511134196/dex102.htm,2011-05-10,2011-1091748-0001193125-11-134196-dex102.htm
0000950123-11-025153,800457,"DONEGAL GROUP INC (DGICA, DGICB) (CIK 0000800457)",DGICA,EX-10.QQ,10-K,EX-10.QQ,https://www.sec.gov/Archives/edgar/data/800457/000095012311025153/w81976exv10wqq.htm,2011-03-14,2011-800457-0000950123-11-025153-w81976exv10wqq.htm
0001193125-11-032177,1028985,"Spectrum Brands, Inc. (CIK 0001028985)",,AMENDED AND RESTATED CREDIT AGREEMENT,10-Q,EX-10.12,https://www.sec.gov/Archives/edgar/data/1028985/000119312511032177/dex1012.htm,2011-02-11,2011-1028985-0001193125-11-032177-dex1012.htm
0001071739-11-000033,1071739,CENTENE CORP (CNC) (CIK 0001071739),CNC,CONTRACT AMENDMENT,10-Q/A,EX-10.1,https://www.sec.gov/Archives/edgar/data/1071739/000107173911000033/exhibit101.htm,2011-10-28,2011-1071739-0001071739-11-000033-exhibit101.htm
0000950123-11-023069,1179929,MOLINA HEALTHCARE INC (MOH) (CIK 0001179929),MOH,EX-10.27,10-K,EX-10.27,https://www.sec.gov/Archives/edgar/data/1179929/000095012311023069/a58840exv10w27.htm,2011-03-08,2011-1179929-0000950123-11-023069-a58840exv10w27.htm
0001071739-11-000022,1071739,CENTENE CORP (CNC) (CIK 0001071739),CNC,CONTRACT AMENDMENT,10-Q,EX-10.1,https://www.sec.gov/Archives/edgar/data/1071739/000107173911000022/exhibit101.htm,2011-07-26,2011-1071739-0001071739-11-000022-exhibit101.htm
0001166291-11-000054,1166291,PINNACLE AIRLINES CORP (CIK 0001166291),,AIRCRAFT LEASE AGREEMENT,10-Q,EX-10.88,https://www.sec.gov/Archives/edgar/data/1166291/000116629111000054/exhibit10-88.htm,2011-08-04,2011-1166291-0001166291-11-000054-exhibit10-88.htm
0000950123-11-026044,1494904,Global Indemnity plc (GBLI) (CIK 0001494904),GBLI,EXHIBIT 10.26,10-K,EX-10.26,https://www.sec.gov/Archives/edgar/data/1494904/000095012311026044/w82021exv10w26.htm,2011-03-16,2011-1494904-0000950123-11-026044-w82021exv10w26.htm
0000950123-11-072343,1127703,PROASSURANCE CORP (PRA) (CIK 0001127703),PRA,EX-10.1,10-Q,EX-10.1,https://www.sec.gov/Archives/edgar/data/1127703/000095012311072343/g25045exv10w1.htm,2011-08-04,2011-1127703-0000950123-11-072343-g25045exv10w1.htm
0001104659-11-022958,899051,"ALLSTATE CORP (ALL, ALL-PB, ALL-PH, ALL-PI, ALL-PJ) (CIK 0000899051)",ALL,EX-10.3,10-Q,EX-10.3,https://www.sec.gov/Archives/edgar/data/899051/000110465911022958/a11-8146_1ex10d3.htm,2011-04-27,2011-899051-0001104659-11-022958-a11-8146_1ex10d3.htm
0001047469-11-001286,899051,"ALLSTATE CORP (ALL, ALL-PB, ALL-PH, ALL-PI, ALL-PJ) (CIK 0000899051)",ALL,EX-10.6,10-K,EX-10.6,https://www.sec.gov/Archives/edgar/data/899051/000104746911001286/a2202090zex-10_6.htm,2011-02-24,2011-899051-0001047469-11-001286-a2202090zex-10_6.htm
